Date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Buying price,Tax 5%,Selling price,Paymentmode,Profit percentage,profit,Rating
1/11/2019,289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,329.32,26.1415,345.786,Credit card,5,16.466,7.5
3/19/2019,462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,53.22,26.1415,55.881,Cash,5,2.661,4.2
1/14/2019,868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,498.45,26.1415,523.3725,Cash,5,24.9225,9.9
3/1/2019,153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,299.56,26.1415,314.538,Ewallet,5,14.978,4.2
1/6/2019,662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,204.7,26.1415,214.935,Ewallet,5,10.235,9.9
1/31/2019,525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,75.82,26.1415,79.611,Cash,5,3.791,5.8
3/11/2019,689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,280.62,26.1415,294.651,Cash,5,14.031,6
2/20/2019,725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,323.2,26.1415,339.36,Credit card,5,16.16,10
1/27/2019,394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,486.63,26.1415,510.9615,Ewallet,5,24.3315,9.5
3/10/2019,596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,127.54,26.1415,133.917,Credit card,5,6.377,6.6
2/15/2019,541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,241.44,26.1415,253.512,Cash,5,12.072,8.1
1/26/2019,173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,379.5,26.1415,398.475,Cash,5,18.975,9.7
2/13/2019,563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,1,76.82,26.1415,80.661,Ewallet,5,3.841,7.2
3/9/2019,308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,522.6,26.1415,548.73,Credit card,5,26.13,6.2
3/6/2019,885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,1,79.74,26.1415,83.727,Ewallet,5,3.987,7.3
1/24/2019,726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,387.5,26.1415,406.875,Ewallet,5,19.375,4.3
3/13/2019,316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,271.35,26.1415,284.9175,Ewallet,5,13.5675,4.6
3/15/2019,760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,122.31,26.1415,128.4255,Cash,5,6.1155,5.8
3/5/2019,793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,246.36,26.1415,258.678,Credit card,5,12.318,8.3
3/4/2019,346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,173.16,26.1415,181.818,Cash,5,8.658,8
3/25/2019,110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,236.58,26.1415,248.409,Credit card,5,11.829,9.4
3/12/2019,651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,184.88,26.1415,194.124,Credit card,5,9.244,6.2
2/4/2019,236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,13.98,26.1415,14.679,Ewallet,5,0.699,9.8
2/22/2019,831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,198.75,26.1415,208.6875,Ewallet,5,9.9375,9.6
2/16/2019,587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,7,684.53,26.1415,718.7565,Ewallet,5,34.2265,4.9
1/19/2019,882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,269.04,26.1415,282.492,Credit card,5,13.452,8
1/11/2019,732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,5,68.95,26.1415,72.3975,Credit card,5,3.4475,7.8
1/4/2019,725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,4,274.84,26.1415,288.582,Cash,5,13.742,4.1
3/4/2019,256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,4,226.12,26.1415,237.426,Ewallet,5,11.306,5.5
1/28/2019,372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,119.1,26.1415,125.055,Ewallet,5,5.955,5.4
1/2/2019,244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,10,342.1,26.1415,359.205,Cash,5,17.105,5.1
1/25/2019,569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,2,43.74,26.1415,45.927,Ewallet,5,2.187,6.9
1/4/2019,132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,5,104.85,26.1415,110.0925,Cash,5,5.2425,7.8
3/10/2019,696-90-2548,Alex,Yangon,Normal,Male,Sports and travel,25.84,3,77.52,26.1415,81.396,Ewallet,5,3.876,6.6
3/22/2019,472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,8,407.44,26.1415,427.812,Ewallet,5,20.372,9.2
1/25/2019,268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,96.11,26.1415,100.9155,Ewallet,5,4.8055,7.8
1/8/2019,750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,181.52,26.1415,190.596,Credit card,5,9.076,8.7
1/22/2019,186-09-3669,Giza,Naypyitaw,Member,Female,Health and beauty,81.51,1,81.51,26.1415,85.5855,Ewallet,5,4.0755,9.2
1/12/2019,848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,2,114.44,26.1415,120.162,Ewallet,5,5.722,8.3
2/4/2019,745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,176.54,26.1415,185.367,Cash,5,8.827,8.2
3/28/2019,266-76-6436,Giza,Naypyitaw,Member,Female,Food and beverages,38.6,3,115.8,26.1415,121.59,Ewallet,5,5.79,7.5
1/23/2019,740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,252.15,26.1415,264.7575,Cash,5,12.6075,9.8
2/8/2019,271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,10,972.1,26.1415,1020.705,Credit card,5,48.605,8.7
3/19/2019,301-81-8610,Cairo,Mandalay,Member,Male,Fashion accessories,25.42,8,203.36,26.1415,213.528,Credit card,5,10.168,6.7
3/9/2019,489-64-4354,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,16.28,26.1415,17.094,Cash,5,0.814,5
1/2/2019,198-84-7132,Cairo,Mandalay,Member,Male,Fashion accessories,40.61,9,365.49,26.1415,383.7645,Cash,5,18.2745,7
1/21/2019,269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,7,372.19,26.1415,390.7995,Cash,5,18.6095,8.9
3/20/2019,650-98-6268,Cairo,Mandalay,Member,Female,Food and beverages,20.87,3,62.61,26.1415,65.7405,Credit card,5,3.1305,8
2/27/2019,741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,5,336.35,26.1415,353.1675,Cash,5,16.8175,6.9
3/8/2019,325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.65,10,906.5,26.1415,951.825,Ewallet,5,45.325,7.3
1/31/2019,286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,2,138.16,26.1415,145.068,Credit card,5,6.908,6.9
3/8/2019,574-57-9721,Giza,Naypyitaw,Normal,Male,Food and beverages,43.27,2,86.54,26.1415,90.867,Ewallet,5,4.327,5.7
1/13/2019,459-50-7686,Alex,Yangon,Normal,Female,Electronic accessories,23.46,6,140.76,26.1415,147.798,Ewallet,5,7.038,6.4
3/9/2019,616-87-0016,Cairo,Mandalay,Normal,Male,Fashion accessories,95.54,7,668.78,26.1415,702.219,Credit card,5,33.439,9.6
2/22/2019,837-55-7229,Cairo,Mandalay,Normal,Female,Fashion accessories,47.44,1,47.44,26.1415,49.812,Credit card,5,2.372,6.8
3/19/2019,751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,99.24,9,893.16,26.1415,937.818,Ewallet,5,44.658,9
1/20/2019,257-73-1380,Giza,Naypyitaw,Member,Male,Sports and travel,82.93,4,331.72,26.1415,348.306,Ewallet,5,16.586,9.6
3/8/2019,345-08-4992,Alex,Yangon,Normal,Male,Home and lifestyle,33.99,6,203.94,26.1415,214.137,Credit card,5,10.197,7.7
3/8/2019,549-96-4200,Giza,Naypyitaw,Member,Male,Food and beverages,17.04,4,68.16,26.1415,71.568,Ewallet,5,3.408,7
2/7/2019,810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,326.88,26.1415,343.224,Credit card,5,16.344,6.5
1/15/2019,450-28-2866,Giza,Naypyitaw,Member,Male,Food and beverages,17.44,5,87.2,26.1415,91.56,Cash,5,4.36,8.1
3/22/2019,394-30-3170,Cairo,Mandalay,Member,Female,Sports and travel,88.43,8,707.44,26.1415,742.812,Credit card,5,35.372,4.3
1/15/2019,138-17-5109,Alex,Yangon,Member,Female,Home and lifestyle,89.21,9,802.89,26.1415,843.0345,Credit card,5,40.1445,6.5
1/8/2019,192-98-7397,Giza,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,12.78,26.1415,13.419,Ewallet,5,0.639,9.5
1/15/2019,301-11-9629,Alex,Yangon,Normal,Female,Sports and travel,19.1,7,133.7,26.1415,140.385,Cash,5,6.685,9.7
1/28/2019,390-80-5128,Cairo,Mandalay,Member,Female,Health and beauty,19.15,1,19.15,26.1415,20.1075,Credit card,5,0.9575,9.5
2/14/2019,235-46-8343,Giza,Naypyitaw,Member,Male,Food and beverages,27.66,10,276.6,26.1415,290.43,Credit card,5,13.83,8.9
3/10/2019,453-12-7053,Giza,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,137.22,26.1415,144.081,Credit card,5,6.861,6.5
1/12/2019,296-11-7041,Cairo,Mandalay,Member,Female,Health and beauty,27.07,1,27.07,26.1415,28.4235,Credit card,5,1.3535,5.3
3/26/2019,449-27-2918,Cairo,Mandalay,Member,Female,Sports and travel,39.12,1,39.12,26.1415,41.076,Credit card,5,1.956,9.6
1/1/2019,891-01-7034,Cairo,Mandalay,Normal,Female,Electronic accessories,74.71,6,448.26,26.1415,470.673,Cash,5,22.413,6.7
1/2/2019,744-09-5786,Cairo,Mandalay,Normal,Male,Electronic accessories,22.01,6,132.06,26.1415,138.663,Cash,5,6.603,7.6
3/16/2019,727-17-0390,Alex,Yangon,Normal,Female,Food and beverages,63.61,5,318.05,26.1415,333.9525,Ewallet,5,15.9025,4.8
3/3/2019,568-88-3448,Alex,Yangon,Normal,Male,Health and beauty,25,1,25,26.1415,26.25,Ewallet,5,1.25,5.5
1/31/2019,187-83-5490,Alex,Yangon,Member,Male,Electronic accessories,20.77,4,83.08,26.1415,87.234,Cash,5,4.154,4.7
2/13/2019,767-54-1907,Cairo,Mandalay,Member,Female,Fashion accessories,29.56,5,147.8,26.1415,155.19,Cash,5,7.39,6.9
2/15/2019,710-46-4433,Cairo,Mandalay,Member,Female,Food and beverages,77.4,9,696.6,26.1415,731.43,Credit card,5,34.83,4.5
2/7/2019,533-33-5337,Cairo,Mandalay,Normal,Male,Electronic accessories,79.39,10,793.9,26.1415,833.595,Cash,5,39.695,6.2
1/27/2019,325-90-8763,Giza,Naypyitaw,Member,Female,Electronic accessories,46.57,10,465.7,26.1415,488.985,Cash,5,23.285,7.6
2/23/2019,729-46-7422,Giza,Naypyitaw,Normal,Male,Food and beverages,35.89,1,35.89,26.1415,37.6845,Credit card,5,1.7945,7.9
2/3/2019,639-76-1242,Giza,Naypyitaw,Normal,Male,Food and beverages,40.52,5,202.6,26.1415,212.73,Cash,5,10.13,4.5
3/3/2019,234-03-4040,Cairo,Mandalay,Member,Female,Food and beverages,73.05,10,730.5,26.1415,767.025,Credit card,5,36.525,8.7
2/3/2019,326-71-2155,Giza,Naypyitaw,Normal,Female,Sports and travel,73.95,4,295.8,26.1415,310.59,Cash,5,14.79,6.1
3/17/2019,320-32-8842,Giza,Naypyitaw,Member,Female,Food and beverages,22.62,1,22.62,26.1415,23.751,Cash,5,1.131,6.4
3/28/2019,470-32-9057,Alex,Yangon,Member,Male,Food and beverages,51.34,5,256.7,26.1415,269.535,Credit card,5,12.835,9.1
3/2/2019,878-30-2331,Giza,Naypyitaw,Member,Female,Sports and travel,54.55,10,545.5,26.1415,572.775,Credit card,5,27.275,7.1
2/8/2019,440-59-5691,Giza,Naypyitaw,Member,Female,Health and beauty,37.15,7,260.05,26.1415,273.0525,Credit card,5,13.0025,7.7
3/22/2019,554-53-3790,Cairo,Mandalay,Normal,Male,Sports and travel,37.02,6,222.12,26.1415,233.226,Cash,5,11.106,4.5
2/9/2019,746-19-0921,Giza,Naypyitaw,Normal,Male,Food and beverages,21.58,1,21.58,26.1415,22.659,Ewallet,5,1.079,7.2
2/15/2019,233-34-0817,Giza,Naypyitaw,Member,Female,Electronic accessories,98.84,1,98.84,26.1415,103.782,Cash,5,4.942,8.4
1/23/2019,767-05-1286,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,502.62,26.1415,527.751,Ewallet,5,25.131,5.4
1/25/2019,340-21-9136,Alex,Yangon,Member,Female,Sports and travel,40.05,4,160.2,26.1415,168.21,Cash,5,8.01,9.7
2/2/2019,405-31-3305,Alex,Yangon,Member,Male,Fashion accessories,43.13,10,431.3,26.1415,452.865,Credit card,5,21.565,5.5
3/30/2019,731-59-7531,Cairo,Mandalay,Member,Male,Health and beauty,72.57,8,580.56,26.1415,609.588,Cash,5,29.028,4.6
3/30/2019,676-39-6028,Alex,Yangon,Member,Female,Electronic accessories,64.44,5,322.2,26.1415,338.31,Cash,5,16.11,6.6
2/25/2019,502-05-1910,Alex,Yangon,Normal,Male,Health and beauty,65.18,3,195.54,26.1415,205.317,Credit card,5,9.777,6.3
3/18/2019,485-30-8700,Alex,Yangon,Normal,Female,Sports and travel,33.26,5,166.3,26.1415,174.615,Credit card,5,8.315,4.2
3/7/2019,598-47-9715,Giza,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,336.28,26.1415,353.094,Ewallet,5,16.814,4.4
3/16/2019,701-69-8742,Cairo,Mandalay,Normal,Male,Sports and travel,34.37,10,343.7,26.1415,360.885,Ewallet,5,17.185,6.7
1/29/2019,575-67-1508,Alex,Yangon,Normal,Male,Electronic accessories,38.6,1,38.6,26.1415,40.53,Ewallet,5,1.93,6.7
2/2/2019,541-08-3113,Giza,Naypyitaw,Normal,Male,Food and beverages,65.97,8,527.76,26.1415,554.148,Cash,5,26.388,8.4
2/15/2019,246-11-3901,Giza,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,328,26.1415,344.4,Cash,5,16.4,6.2
1/8/2019,674-15-9296,Alex,Yangon,Normal,Male,Sports and travel,37.14,5,185.7,26.1415,194.985,Ewallet,5,9.285,5
2/12/2019,305-18-3552,Cairo,Mandalay,Member,Male,Home and lifestyle,60.38,10,603.8,26.1415,633.99,Cash,5,30.19,6
1/1/2019,493-65-6248,Giza,Naypyitaw,Member,Female,Sports and travel,36.98,10,369.8,26.1415,388.29,Credit card,5,18.49,7
3/21/2019,438-01-4015,Cairo,Mandalay,Member,Female,Sports and travel,49.49,4,197.96,26.1415,207.858,Ewallet,5,9.898,6.6
2/28/2019,709-58-4068,Cairo,Mandalay,Normal,Female,Fashion accessories,41.09,10,410.9,26.1415,431.445,Cash,5,20.545,7.3
3/23/2019,795-49-7276,Alex,Yangon,Normal,Male,Fashion accessories,37.15,4,148.6,26.1415,156.03,Ewallet,5,7.43,8.3
1/30/2019,556-72-8512,Giza,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,22.96,26.1415,24.108,Cash,5,1.148,4.3
2/4/2019,627-95-3243,Cairo,Mandalay,Member,Female,Home and lifestyle,77.68,9,699.12,26.1415,734.076,Ewallet,5,34.956,9.8
3/13/2019,686-41-0932,Cairo,Mandalay,Normal,Female,Fashion accessories,34.7,2,69.4,26.1415,72.87,Ewallet,5,3.47,8.2
3/15/2019,510-09-5628,Alex,Yangon,Member,Female,Fashion accessories,19.66,10,196.6,26.1415,206.43,Credit card,5,9.83,7.2
3/5/2019,608-04-3797,Cairo,Mandalay,Member,Female,Health and beauty,25.32,8,202.56,26.1415,212.688,Ewallet,5,10.128,8.7
3/5/2019,148-82-2527,Giza,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,121.2,26.1415,127.26,Credit card,5,6.06,8.4
2/26/2019,437-53-3084,Cairo,Mandalay,Normal,Male,Fashion accessories,99.89,2,199.78,26.1415,209.769,Ewallet,5,9.989,7.1
3/20/2019,632-32-4574,Cairo,Mandalay,Normal,Male,Sports and travel,75.92,8,607.36,26.1415,637.728,Cash,5,30.368,5.5
1/1/2019,556-97-7101,Giza,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,126.44,26.1415,132.762,Cash,5,6.322,8.5
1/27/2019,862-59-8517,Giza,Naypyitaw,Normal,Female,Food and beverages,90.24,6,541.44,26.1415,568.512,Cash,5,27.072,6.2
1/21/2019,401-18-8016,Cairo,Mandalay,Member,Female,Sports and travel,98.13,1,98.13,26.1415,103.0365,Cash,5,4.9065,8.9
2/2/2019,420-18-8989,Alex,Yangon,Member,Female,Sports and travel,51.52,8,412.16,26.1415,432.768,Cash,5,20.608,9.6
2/3/2019,277-63-2961,Cairo,Mandalay,Member,Male,Sports and travel,73.97,1,73.97,26.1415,77.6685,Credit card,5,3.6985,5.4
1/5/2019,573-98-8548,Giza,Naypyitaw,Member,Female,Fashion accessories,31.9,1,31.9,26.1415,33.495,Ewallet,5,1.595,9.1
1/27/2019,620-02-2046,Giza,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,138.8,26.1415,145.74,Ewallet,5,6.94,9
3/25/2019,282-35-2475,Cairo,Mandalay,Normal,Female,Sports and travel,93.31,2,186.62,26.1415,195.951,Cash,5,9.331,6.3
2/25/2019,511-54-3087,Cairo,Mandalay,Normal,Male,Sports and travel,88.45,1,88.45,26.1415,92.8725,Credit card,5,4.4225,9.5
1/28/2019,726-29-6793,Alex,Yangon,Member,Male,Electronic accessories,24.18,8,193.44,26.1415,203.112,Ewallet,5,9.672,9.8
1/8/2019,387-49-4215,Cairo,Mandalay,Member,Female,Sports and travel,48.5,3,145.5,26.1415,152.775,Cash,5,7.275,6.7
1/29/2019,862-17-9201,Cairo,Mandalay,Normal,Female,Food and beverages,84.05,6,504.3,26.1415,529.515,Credit card,5,25.215,7.7
3/29/2019,291-21-5991,Cairo,Mandalay,Member,Male,Health and beauty,61.29,5,306.45,26.1415,321.7725,Cash,5,15.3225,7
2/9/2019,602-80-9671,Giza,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,95.7,26.1415,100.485,Credit card,5,4.785,5.1
1/16/2019,347-72-6115,Cairo,Mandalay,Member,Female,Sports and travel,90.74,7,635.18,26.1415,666.939,Credit card,5,31.759,6.2
1/5/2019,209-61-0206,Alex,Yangon,Normal,Female,Home and lifestyle,42.91,5,214.55,26.1415,225.2775,Ewallet,5,10.7275,6.1
1/27/2019,595-27-4851,Alex,Yangon,Normal,Female,Fashion accessories,54.28,7,379.96,26.1415,398.958,Ewallet,5,18.998,9.3
3/14/2019,189-52-0236,Alex,Yangon,Normal,Male,Electronic accessories,99.55,7,696.85,26.1415,731.6925,Cash,5,34.8425,7.6
2/23/2019,503-07-0930,Giza,Naypyitaw,Member,Male,Sports and travel,58.39,7,408.73,26.1415,429.1665,Credit card,5,20.4365,8.2
3/18/2019,413-20-6708,Giza,Naypyitaw,Member,Female,Fashion accessories,51.47,1,51.47,26.1415,54.0435,Ewallet,5,2.5735,8.5
3/29/2019,425-85-2085,Cairo,Mandalay,Member,Male,Health and beauty,54.86,5,274.3,26.1415,288.015,Ewallet,5,13.715,9.8
1/22/2019,521-18-7827,Giza,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,196.95,26.1415,206.7975,Credit card,5,9.8475,8.7
3/1/2019,220-28-1851,Alex,Yangon,Normal,Male,Home and lifestyle,34.73,2,69.46,26.1415,72.933,Ewallet,5,3.473,9.7
1/17/2019,600-38-9738,Giza,Naypyitaw,Member,Male,Sports and travel,71.92,5,359.6,26.1415,377.58,Credit card,5,17.98,4.3
3/26/2019,734-91-1155,Cairo,Mandalay,Normal,Female,Electronic accessories,45.71,3,137.13,26.1415,143.9865,Credit card,5,6.8565,7.7
3/20/2019,451-28-5717,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,499.02,26.1415,523.971,Cash,5,24.951,7.3
2/6/2019,609-81-8548,Alex,Yangon,Member,Female,Home and lifestyle,37.44,6,224.64,26.1415,235.872,Credit card,5,11.232,5.9
1/1/2019,133-14-7229,Giza,Naypyitaw,Normal,Male,Health and beauty,62.87,2,125.74,26.1415,132.027,Cash,5,6.287,5
1/27/2019,534-01-4457,Alex,Yangon,Normal,Male,Food and beverages,81.71,6,490.26,26.1415,514.773,Credit card,5,24.513,8
2/25/2019,719-89-8991,Alex,Yangon,Member,Female,Sports and travel,91.41,5,457.05,26.1415,479.9025,Ewallet,5,22.8525,7.1
1/16/2019,286-62-6248,Cairo,Mandalay,Normal,Male,Fashion accessories,39.21,4,156.84,26.1415,164.682,Credit card,5,7.842,9
1/13/2019,339-38-9982,Cairo,Mandalay,Member,Male,Fashion accessories,59.86,2,119.72,26.1415,125.706,Ewallet,5,5.986,6.7
2/7/2019,827-44-5872,Cairo,Mandalay,Member,Female,Food and beverages,54.36,10,543.6,26.1415,570.78,Credit card,5,27.18,6.1
2/17/2019,827-77-7633,Alex,Yangon,Normal,Male,Sports and travel,98.09,9,882.81,26.1415,926.9505,Cash,5,44.1405,9.3
2/12/2019,287-83-1405,Alex,Yangon,Normal,Male,Health and beauty,25.43,6,152.58,26.1415,160.209,Ewallet,5,7.629,7
1/24/2019,435-13-4908,Alex,Yangon,Member,Male,Fashion accessories,86.68,8,693.44,26.1415,728.112,Credit card,5,34.672,7.2
2/6/2019,857-67-9057,Cairo,Mandalay,Normal,Male,Electronic accessories,22.95,10,229.5,26.1415,240.975,Ewallet,5,11.475,8.2
3/26/2019,236-27-1144,Giza,Naypyitaw,Normal,Female,Food and beverages,16.31,9,146.79,26.1415,154.1295,Ewallet,5,7.3395,8.4
3/11/2019,892-05-6689,Alex,Yangon,Normal,Female,Home and lifestyle,28.32,5,141.6,26.1415,148.68,Ewallet,5,7.08,6.2
2/7/2019,583-41-4548,Giza,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,116.69,26.1415,122.5245,Ewallet,5,5.8345,7.4
1/5/2019,339-12-4827,Cairo,Mandalay,Member,Female,Fashion accessories,73.96,1,73.96,26.1415,77.658,Credit card,5,3.698,5
3/7/2019,643-38-7867,Alex,Yangon,Normal,Male,Home and lifestyle,97.94,1,97.94,26.1415,102.837,Ewallet,5,4.897,6.9
2/25/2019,308-81-0538,Alex,Yangon,Normal,Female,Fashion accessories,73.05,4,292.2,26.1415,306.81,Credit card,5,14.61,4.9
2/1/2019,358-88-9262,Giza,Naypyitaw,Member,Female,Food and beverages,87.48,6,524.88,26.1415,551.124,Ewallet,5,26.244,5.1
1/22/2019,460-35-4390,Alex,Yangon,Normal,Male,Home and lifestyle,30.68,3,92.04,26.1415,96.642,Ewallet,5,4.602,9.1
1/3/2019,343-87-0864,Giza,Naypyitaw,Member,Male,Health and beauty,75.88,1,75.88,26.1415,79.674,Credit card,5,3.794,7.1
2/13/2019,173-50-1108,Cairo,Mandalay,Member,Female,Sports and travel,20.18,4,80.72,26.1415,84.756,Credit card,5,4.036,5
1/28/2019,243-47-2663,Giza,Naypyitaw,Member,Male,Electronic accessories,18.77,6,112.62,26.1415,118.251,Credit card,5,5.631,5.5
1/5/2019,841-18-8232,Cairo,Mandalay,Normal,Female,Food and beverages,71.2,1,71.2,26.1415,74.76,Credit card,5,3.56,9.2
3/19/2019,701-23-5550,Cairo,Mandalay,Member,Male,Home and lifestyle,38.81,4,155.24,26.1415,163.002,Ewallet,5,7.762,4.9
1/12/2019,647-50-1224,Alex,Yangon,Normal,Female,Fashion accessories,29.42,10,294.2,26.1415,308.91,Ewallet,5,14.71,8.9
1/7/2019,541-48-8554,Alex,Yangon,Normal,Male,Sports and travel,60.95,9,548.55,26.1415,575.9775,Credit card,5,27.4275,6
1/26/2019,539-21-7227,Cairo,Mandalay,Normal,Female,Sports and travel,51.54,5,257.7,26.1415,270.585,Cash,5,12.885,4.2
1/23/2019,213-32-1216,Alex,Yangon,Normal,Female,Electronic accessories,66.06,6,396.36,26.1415,416.178,Cash,5,19.818,7.3
2/9/2019,747-58-7183,Cairo,Mandalay,Normal,Male,Fashion accessories,57.27,3,171.81,26.1415,180.4005,Ewallet,5,8.5905,6.5
2/22/2019,582-52-8065,Cairo,Mandalay,Normal,Female,Fashion accessories,54.31,9,488.79,26.1415,513.2295,Cash,5,24.4395,8.9
2/5/2019,210-57-1719,Cairo,Mandalay,Normal,Female,Health and beauty,58.24,9,524.16,26.1415,550.368,Cash,5,26.208,9.7
3/7/2019,399-69-4630,Giza,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,133.26,26.1415,139.923,Credit card,5,6.663,8.6
3/25/2019,134-75-2619,Alex,Yangon,Member,Male,Electronic accessories,19.32,7,135.24,26.1415,142.002,Cash,5,6.762,6.9
1/20/2019,356-44-8813,Cairo,Mandalay,Normal,Male,Home and lifestyle,37.48,3,112.44,26.1415,118.062,Credit card,5,5.622,7.7
2/4/2019,198-66-9832,Cairo,Mandalay,Member,Female,Fashion accessories,72.04,2,144.08,26.1415,151.284,Cash,5,7.204,9.5
1/30/2019,283-26-5248,Giza,Naypyitaw,Member,Female,Food and beverages,98.52,10,985.2,26.1415,1034.46,Ewallet,5,49.26,4.5
1/2/2019,712-39-0363,Alex,Yangon,Member,Male,Food and beverages,41.66,6,249.96,26.1415,262.458,Ewallet,5,12.498,5.6
3/29/2019,218-59-9410,Alex,Yangon,Member,Female,Home and lifestyle,72.42,3,217.26,26.1415,228.123,Ewallet,5,10.863,8.2
3/14/2019,174-75-0888,Cairo,Mandalay,Normal,Male,Electronic accessories,21.58,9,194.22,26.1415,203.931,Cash,5,9.711,7.3
2/11/2019,866-99-7614,Giza,Naypyitaw,Normal,Male,Food and beverages,89.2,10,892,26.1415,936.6,Credit card,5,44.6,4.4
1/30/2019,134-54-4720,Cairo,Mandalay,Normal,Female,Electronic accessories,42.42,8,339.36,26.1415,356.328,Ewallet,5,16.968,5.7
3/20/2019,760-90-2357,Alex,Yangon,Member,Male,Electronic accessories,74.51,6,447.06,26.1415,469.413,Ewallet,5,22.353,5
3/20/2019,514-37-2845,Cairo,Mandalay,Normal,Male,Fashion accessories,99.25,2,198.5,26.1415,208.425,Cash,5,9.925,9
1/17/2019,698-98-5964,Alex,Yangon,Normal,Female,Food and beverages,81.21,10,812.1,26.1415,852.705,Credit card,5,40.605,6.3
2/3/2019,718-57-9773,Giza,Naypyitaw,Normal,Female,Sports and travel,49.33,10,493.3,26.1415,517.965,Credit card,5,24.665,9.4
1/1/2019,651-88-7328,Alex,Yangon,Normal,Female,Fashion accessories,65.74,9,591.66,26.1415,621.243,Cash,5,29.583,7.7
1/10/2019,241-11-2261,Cairo,Mandalay,Normal,Female,Fashion accessories,79.86,7,559.02,26.1415,586.971,Credit card,5,27.951,5.5
3/2/2019,408-26-9866,Giza,Naypyitaw,Normal,Female,Sports and travel,73.98,7,517.86,26.1415,543.753,Ewallet,5,25.893,4.1
